,rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,país
1488,88,"Ricky Martin, Paloma Mami",Qué Rico Fuera,68,4,290935,Chile_limpio.csv
1489,89,"J Balvin, Bad Bunny",LA CANCIÓN,5,106,284774,Chile_limpio.csv
1490,90,"Manuel Turizo, Justin Quiles, Dalex",Cosas Malas,69,13,283699,Chile_limpio.csv
1491,91,"Becky G, El Alfa",FULANITO,92,3,281226,Chile_limpio.csv
1492,92,Dua Lipa,Don't Start Now,24,88,279995,Chile_limpio.csv
1493,93,"Mora, Lunay",Cuando Sera,27,22,275138,Chile_limpio.csv
1494,94,Boza,En La Luna,95,2,274156,Chile_limpio.csv
1495,95,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,1,56,273659,Chile_limpio.csv
1496,96,"J Balvin, Skrillex",In Da Getto,97,1,273559,Chile_limpio.csv
1497,97,Olivia Rodrigo,happier,82,7,269772,Chile_limpio.csv
1498,98,Ed Sheeran,Bad Habits,83,2,269632,Chile_limpio.csv
1499,99,Marcianeke,Que Sera,94,8,268568,Chile_limpio.csv
1500,100,"Cazzu, Justin Quiles",Dime Dónde,100,3,268006,Chile_limpio.csv
1501,101,Bad Bunny,Vete,2,85,267396,Chile_limpio.csv
1502,102,Harry Styles,Watermelon Sugar,51,60,262070,Chile_limpio.csv
1503,103,"Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, Jhayco, Lunay, Kendo Kaponi","La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",21,29,259921,Chile_limpio.csv
1504,104,"Sebastian Yatra, Guaynaa",Chica Ideal,10,38,256907,Chile_limpio.csv
1505,105,Olivia Rodrigo,"jealousy, jealousy",106,7,254658,Chile_limpio.csv
1506,106,Sech,PSL,107,1,250490,Chile_limpio.csv
1507,107,"Bad Bunny, Mora",Una Vez,17,71,250262,Chile_limpio.csv
1508,108,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,2,112,248874,Chile_limpio.csv
1509,109,Bad Bunny,Si Estuviésemos Juntos,14,133,246521,Chile_limpio.csv
1510,110,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,34,152,243225,Chile_limpio.csv
1511,111,"Camilo, El Alfa",BEBÉ,19,32,240689,Chile_limpio.csv
1512,112,"Camilo, Evaluna Montaner",Machu Picchu,20,19,237781,Chile_limpio.csv
1513,113,"J Balvin, Jay Wheeler",OTRO FILI,60,4,235666,Chile_limpio.csv
1514,114,"Rauw Alejandro, Camilo",Tattoo - Remix with Camilo,3,52,235506,Chile_limpio.csv
1515,115,"Tainy, Yandel",DEJA VU,116,1,234556,Chile_limpio.csv
1516,116,Bad Bunny,La Difícil,2,71,234021,Chile_limpio.csv
1517,117,"Bad Bunny, Tainy",Callaita,1,110,229773,Chile_limpio.csv
1518,118,"Wisin, Myke Towers, Los Legendarios",Mi Niña,10,41,228840,Chile_limpio.csv
1519,119,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,3,44,227351,Chile_limpio.csv
1520,120,"KEVVO, Arcángel, Becky G, Darell",Te Va Bien (feat. Darell),40,18,222228,Chile_limpio.csv
1521,121,Farruko,La Tóxica,2,50,222055,Chile_limpio.csv
1522,122,Bad Bunny,Si Veo a Tu Mamá,4,71,221424,Chile_limpio.csv
1523,123,"Doja Cat, The Weeknd",You Right,124,2,220922,Chile_limpio.csv
1524,124,Surf Curse,Freaks,113,4,218645,Chile_limpio.csv
1525,125,"Blessd, Maluma",IMPOSIBLE - REMIX,84,5,218081,Chile_limpio.csv
1526,126,Bad Bunny,HACIENDO QUE ME AMAS,5,32,216735,Chile_limpio.csv
1527,127,"Lenny Tavárez, Zion & Lennox",Me Enamora,66,11,216658,Chile_limpio.csv
1528,128,"Cris Mj, Marcianeke",Te Fuiste Con Otro,129,2,215490,Chile_limpio.csv
1529,129,"FMK, Tiago PZK, LIT killah, Rusherking",YO SE QUE TU (feat. Rusherking),78,8,214567,Chile_limpio.csv
1530,130,Ak4:20,Rata Tan Tan,31,40,214380,Chile_limpio.csv
1531,131,"Bad Bunny, Sech",Ignorantes,1,73,213409,Chile_limpio.csv
1532,132,"Marcianeke, yammir, Young Brooklyn, Victor La Voz, NicoClear",Chambee - Remix,124,7,212692,Chile_limpio.csv
1533,133,"JC Reyes, Camin",34 Amor y Mafia,104,15,212387,Chile_limpio.csv
1534,134,Camilo,Vida de Rico,8,42,212259,Chile_limpio.csv
1535,135,Jhayco,Christian Dior,27,17,212170,Chile_limpio.csv
1536,136,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,1,71,210314,Chile_limpio.csv
1537,137,"KAROL G, Anuel AA, J Balvin",LOCATION,31,21,209954,Chile_limpio.csv
1538,138,J Balvin,Tu Veneno,45,16,209591,Chile_limpio.csv
1539,139,"Manuel Turizo, Maluma",Amor en Coma,85,13,203650,Chile_limpio.csv
1540,140,BTS,Dynamite,36,46,202768,Chile_limpio.csv
1541,141,Rauw Alejandro,La Old Skul,142,2,200442,Chile_limpio.csv
1542,142,"Wisin, Yandel, Farruko, Jon Z, Don Chezina, Chencho Corleone, Myke Towers",3G - Remix,60,24,196944,Chile_limpio.csv
1543,143,The Police,Every Breath You Take,100,84,196920,Chile_limpio.csv
1544,144,Danny Ocean,Me Rehúso,1,222,196742,Chile_limpio.csv
1545,145,Andy Rivera,Alguien Más,146,5,195934,Chile_limpio.csv
1546,146,"Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell",Mírame - Remix,18,88,195207,Chile_limpio.csv
1547,147,"KAROL G, Nicki Minaj",Tusa,1,87,194835,Chile_limpio.csv
1548,148,Marcianeke,Envidia,148,5,194721,Chile_limpio.csv
1549,149,"Lunay, Chris Jedi, Chencho Corleone",VUDÚ,53,7,194269,Chile_limpio.csv
1550,150,"Migrantes, Alico",Si Me Tomo Una Cerveza,16,33,193917,Chile_limpio.csv
1551,151,Olivia Rodrigo,brutal,81,7,193619,Chile_limpio.csv
1552,152,The Weeknd,Save Your Tears,59,26,192531,Chile_limpio.csv
1553,153,"Ozuna, Camilo",Despeinada,11,44,189722,Chile_limpio.csv
1554,154,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,2,88,188156,Chile_limpio.csv
1555,155,"Reik, Maluma",Perfecta,121,6,188054,Chile_limpio.csv
1556,156,Sech,Wao,55,12,188036,Chile_limpio.csv
1557,157,Farruko,Pepas,158,1,187457,Chile_limpio.csv
1558,158,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,1,58,186459,Chile_limpio.csv
1559,159,Fuego,Una Vaina Loca,160,3,186024,Chile_limpio.csv
1560,160,KAROL G,"Ay, DiOs Mío!",3,52,185134,Chile_limpio.csv
1561,161,"Mau y Ricky, Sebastian Yatra, Mora",3 de La Mañana - con Sebastián Yatra & Mora,146,3,182901,Chile_limpio.csv
1562,162,Marcianeke,Pistolas Con Chip,155,5,182130,Chile_limpio.csv
1563,163,"KAROL G, Camilo",CONTIGO VOY A MUERTE,98,11,180327,Chile_limpio.csv
1564,164,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",Además de Mí - Remix,26,18,178670,Chile_limpio.csv
1565,165,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,1,63,178489,Chile_limpio.csv
1566,166,"Cauty, Lenny Tavárez, Jay Wheeler, Noriel, Alex Rose",Lloras - Remix,78,52,178255,Chile_limpio.csv
1567,167,"Yandel, Bad Bunny",CANCIÓN CON YANDEL,6,55,176856,Chile_limpio.csv
1568,168,"KHEA, Maria Becerra",Te Necesito,76,8,176637,Chile_limpio.csv
1569,169,"Aventura, Don Omar",Ella Y Yo - Featuring Don Omar,138,102,175740,Chile_limpio.csv
1570,170,"Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra",En Tu Cuerpo - Remix,56,44,174645,Chile_limpio.csv
1571,171,"Micro TDH, Myke Towers",EL TREN,86,9,172810,Chile_limpio.csv
1572,172,"Luis Fonsi, Myke Towers",Bésame,99,5,172233,Chile_limpio.csv
1573,173,"Drago200, Pablo Chill-E, Ak4:20",No Está Interesada,86,39,171419,Chile_limpio.csv
1574,174,Bella Poarch,Build a Bitch,139,7,171078,Chile_limpio.csv
1575,175,"Rauw Alejandro, Wisin",Una Noche,89,15,170995,Chile_limpio.csv
1576,176,Don Omar,Dile,152,43,169527,Chile_limpio.csv
1577,177,Plan B,Es un Secreto,178,6,167434,Chile_limpio.csv
1578,178,Dua Lipa,Levitating,130,14,167230,Chile_limpio.csv
1579,179,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",Toda Remix - Remix,9,88,167225,Chile_limpio.csv
1580,180,Dua Lipa,Break My Heart,53,67,166588,Chile_limpio.csv
1581,181,Justin Quiles,Jeans,5,47,163639,Chile_limpio.csv
1582,182,Bad Bunny,ANTES QUE SE ACABE,25,14,160761,Chile_limpio.csv
1583,183,"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer,29,35,160500,Chile_limpio.csv
1584,184,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),5,145,160241,Chile_limpio.csv
1585,185,"FMK, Tiago PZK",Prende la Cámara,186,1,158562,Chile_limpio.csv
1586,186,Queen,Another One Bites The Dust - Remastered 2011,49,92,158483,Chile_limpio.csv
1587,187,Ozuna,Tiempo,85,9,157121,Chile_limpio.csv
1588,188,Harry Nach,Tak Tiki Tak,7,77,156684,Chile_limpio.csv
1589,189,Bad Bunny,BOOKER T,14,32,156384,Chile_limpio.csv
1590,190,Jeeiph,Bonita,72,36,155989,Chile_limpio.csv
1591,191,Tones And I,Dance Monkey,4,90,155604,Chile_limpio.csv
1592,192,"Duki, Bizarrap",Malbec,116,11,155408,Chile_limpio.csv
1593,193,Duncan Laurence,Arcade,110,16,155346,Chile_limpio.csv
1594,194,"Bizarrap, Snow Tha Product","Snow Tha Product: Bzrp Music Sessions, Vol. 39",62,8,154496,Chile_limpio.csv
1595,195,Rauw Alejandro,Algo Mágico,105,26,154397,Chile_limpio.csv
1596,196,"Maria Becerra, Tiago PZK",Cazame,156,4,154000,Chile_limpio.csv
1597,197,Eladio Carrion,Paz Mental,198,1,153507,Chile_limpio.csv
1598,198,"Simon la Letra, Pablo Chill-E",Bloqueame,62,20,153130,Chile_limpio.csv
1599,199,Bad Bunny,Yo Perreo Sola,2,68,152347,Chile_limpio.csv
